Epoch;TrainMSE;TestMSE
1;8351875.42207183;8783048.45550970
2;6399368.10729408;6857486.00825456
3;5058842.65542228;5522976.37917721
4;3989174.97312333;4422185.78618027
5;3147376.47254753;3549138.46465184
6;2491232.43938132;2861238.77761505
7;1986502.16267739;2317763.58159144
8;1595175.41845756;1888098.76217104
9;1283083.91942313;1545744.74628323
10;1047439.93565190;1282182.78826610
11;871009.97693248;1082760.95823903
12;739624.47977606;933917.08445391
13;642701.24607126;824023.83845915
14;572884.19566642;745126.39488750
15;518074.51538720;682432.85492389
16;477896.48034300;632817.09421737
17;447799.95506972;597424.35858519
18;425226.23673440;568651.74455243
19;410316.97960775;532093.90387432
20;417352.34200875;530348.38219500
21;404162.49341814;513371.65011317
22;391498.11540847;498393.29268184
23;372486.00053151;478622.81702392
24;357776.48898889;450606.48968180
25;336906.21405666;406340.54160565
26;295174.46315752;372765.67523188
27;256160.90314122;333144.58261217
28;226146.45316514;294553.42049439
29;192825.17059689;248115.97710025
30;157857.19341637;220117.00954156
31;138821.59346597;197242.81365109
32;130719.07985047;179695.45821684
33;113261.00738798;155558.81524875
34;98844.04783587;134839.18661519
35;87726.88170367;119587.79887276
36;79178.22426164;107428.03177562
37;71806.91373598;97421.60493498
38;66393.28228478;90479.57750854
39;63517.97090870;85917.52185683
40;62632.55914817;82609.25611326
41;62883.94649469;79908.32148405
42;62579.97399146;77015.08862557
43;60374.09152596;73631.29419074
44;56471.59165884;69939.51129455
45;52388.59507822;66402.11458749
46;49098.53041121;63418.23139396
47;46692.81618624;61110.66968446
48;44869.48007725;59381.33191319
49;43219.62418723;58022.57666534
50;41509.97615293;56902.06399503
51;40054.95384724;56125.44658945
52;39344.86373864;55663.32756402
53;39066.15877965;55659.41934052
54;39336.30969296;55821.55949053
55;39385.80160516;55096.64651844
56;38233.71316195;53028.03177562
57;40739.67209397;55112.03514845
58;34662.38775402;49797.26019616
59;33585.12226494;49365.54351396
60;32641.75752529;49346.70678560
61;32178.86845136;49216.32663205
62;31601.03949117;48878.31642480
63;31400.74283791;48404.47272889
64;31583.89511543;48234.41956242
65;34454.84782878;49090.35459104
66;34436.95508743;48798.49891271
67;30861.44563542;48214.83868105
68;30055.68718885;47246.96258820
69;29468.45603529;49464.30000444
70;28499.13661570;48570.98122753
71;29987.45211984;50857.56463853
72;29464.70513616;50363.08347757
73;31433.44868274;52685.93156704
74;30837.61812802;52021.81192029
75;32645.66036532;54054.13926242
76;31962.52729302;53284.45213687
77;33040.75885407;54522.18310922
78;32363.94606949;53741.26552168
