Epoch;TrainMSE;TestMSE
1;1237688.95062275;1385327.53206408
2;723245.19674716;793364.64314561
3;593787.48939638;638789.67771713
4;495452.35738710;543809.93991035
5;311628.29247205;363941.95180402
6;234965.42933579;277447.60342609
7;189158.36054072;222857.03776683
8;146341.18016406;172638.78578085
9;104475.76663182;124748.94883060
10;72832.94566200;88815.46389739
11;53339.01032900;67129.65765766
12;43756.43364102;57115.90857853
13;39461.83555091;53165.29108419
14;37099.41767801;51192.00177517
15;36397.67751537;50714.09648072
16;36427.43071772;50839.45502152
17;37324.89343231;51673.48014024
18;37694.77653562;52040.89859317
19;37793.76489556;52164.92220299
20;37875.33447903;52268.34243110
21;37952.74042840;52362.21932277
22;38025.30241128;52449.72262903
23;38112.20126499;52546.82039675
24;38214.84074199;52655.94958505
25;38349.69622451;52792.51586562
