Epoch;TrainMSE;TestMSE
1;0.03184793972182113;0.039088882746277684
2;0.02932476757871326;0.037651017656742336
3;0.027628236136041005;0.03846550504139068
4;0.02699725872852369;0.04026169604025207
5;0.027638541489035398;0.04272884578312919
6;0.02885441310121494;0.04480060917165241
7;0.029650209112373323;0.04552941493101784
8;0.02977775326504726;0.04497615465633044
9;0.029470536959022818;0.04374561082114288
10;0.029042589063164388;0.04247270019596259
11;0.028651794506044815;0.04150818057994109
12;0.028288609211533096;0.040737988580290575
13;0.027953669018827624;0.040090072754404654
14;0.027650391022940177;0.03954242219917732
15;0.027351492531735556;0.039075864729993234
16;0.027187603896990105;0.038660962186016064
17;0.026968607035665407;0.038411734620820016
