Example;PredX;PredY;ActualX;ActualY;ErrorX;ErrorY;Distance;MeasX;MeasY
1;4336.017282;395.970509;3900.000000;300.000000;436.017282;95.970509;446.454263;4033.000000;498.000000
2;4444.125907;388.335030;3915.600000;300.000000;528.525907;88.335030;535.856988;4143.000000;490.000000
3;4406.444894;393.959927;3931.200000;300.000000;475.244894;93.959927;484.444194;4104.000000;499.000000
4;4407.185484;383.089527;3946.800000;300.000000;460.385484;83.089527;467.823325;4107.000000;476.000000
5;4481.751427;383.267853;3962.300000;300.000000;519.451427;83.267853;526.082998;4182.000000;482.000000
6;4453.199041;380.117796;3977.900000;300.000000;475.299041;80.117796;482.004190;4154.000000;473.000000
7;4427.924595;401.987280;3993.500000;300.000000;434.424595;101.987280;446.235514;4124.000000;517.000000
8;4413.480368;380.118443;4009.100000;300.000000;404.380368;80.118443;412.240764;4114.000000;470.000000
9;4410.156141;397.705883;4024.700000;300.000000;385.456141;97.705883;397.646673;4107.000000;507.000000
10;4456.594837;377.724585;4040.300000;300.000000;416.294837;77.724585;423.488492;4158.000000;468.000000
11;4416.833898;339.183235;4055.800000;300.000000;361.033898;39.183235;363.153963;4129.000000;372.000000
12;4422.727500;314.314841;4071.400000;300.000000;351.327500;14.314841;351.619008;4145.000000;302.000000
13;4437.384490;318.887069;4087.000000;300.000000;350.384490;18.887069;350.893163;4158.000000;317.000000
14;4465.420330;318.408297;4102.600000;300.000000;362.820330;18.408297;363.287018;4187.000000;318.000000
15;4460.361188;337.462652;4118.200000;300.000000;342.161188;37.462652;344.205940;4174.000000;371.000000
16;4475.424129;341.172647;4133.800000;300.000000;341.624129;41.172647;344.096254;4188.000000;382.000000
17;4471.469000;323.372769;4149.400000;300.000000;322.069000;23.372769;322.915975;4191.000000;333.000000
18;4501.890624;319.371665;4164.900000;300.000000;336.990624;19.371665;337.546948;4224.000000;324.000000
19;4524.990754;314.657719;4180.500000;300.000000;344.490754;14.657719;344.802448;4250.000000;312.000000
20;4541.656361;339.849854;4196.100000;300.000000;345.556361;39.849854;347.846531;4256.000000;384.000000
21;4566.438506;330.834821;4211.700000;300.000000;354.738506;30.834821;356.076107;4285.000000;362.000000
22;4626.740574;352.134475;4227.300000;300.000000;399.440574;52.134475;402.828469;4338.000000;422.000000
23;4606.924996;331.773136;4242.900000;300.000000;364.024996;31.773136;365.408990;4326.000000;368.000000
24;4588.290706;316.799573;4258.400000;300.000000;329.890706;16.799573;330.318186;4314.000000;324.000000
25;4600.850655;326.868014;4274.000000;300.000000;326.850655;26.868014;327.953108;4322.000000;354.000000
26;4631.214193;343.170379;4289.600000;300.000000;341.614193;43.170379;344.331147;4346.000000;400.000000
27;4604.271605;337.095461;4305.200000;300.000000;299.071605;37.095461;301.363398;4321.000000;382.000000
28;4646.614366;333.113401;4320.800000;300.000000;325.814366;33.113401;327.492746;4366.000000;375.000000
