Epoch;TrainMSE;TestMSE
1;0.2946348736225041;0.34195801019615674
2;0.03486741463733324;0.04966612661672602
3;0.02665670844438748;0.03723081960260368
4;0.028486599589408784;0.03914541875041606
5;0.02896087291257884;0.03951004509791889
6;0.028226565147167273;0.03874082281317263
7;0.027511081682377574;0.03802231011703668
8;0.02704374203427573;0.03754033201391432
9;0.02678627257601142;0.03725203143895897
10;0.02667775169404864;0.03710020875632406
11;0.026671094846930754;0.037042375284478596
12;0.026735340558588973;0.03705033073887465
13;0.0268510654554152;0.037107213456721806
14;0.027006022063326054;0.037203123136413815
15;0.027192348901076087;0.03733189748351723
16;0.02740335451805361;0.03748875834973289
17;0.027632436135099792;0.03766813664611348
18;0.027872744423162527;0.03786396488275529
19;0.028116632010114186;0.03806881038452631
20;0.028355612389102725;0.03827489917998741
21;0.028583232008536266;0.03847478505050232
22;0.028792399314906188;0.038661975240133914
23;0.028978274144518586;0.03883117694742156
24;0.029137268547611086;0.0389784273430219
25;0.02926760693240858;0.03910134006148621
26;0.029368140895460908;0.0391985201218768
