Epoch;TrainMSE;TestMSE
1;1660710.25735698;1894160.32592198
2;1327927.65572347;1500888.24745928
3;1020466.98864341;1160722.38228376
4;765477.10986305;876388.21639373
5;607629.40481548;694232.64509830
6;556925.77531315;630057.38854125
7;539171.20493241;609826.06062220
8;499052.71257729;568901.55274486
9;430718.27875910;496211.86774952
10;358995.64459720;418647.17383393
11;302326.47988236;355523.61567479
12;263477.83243272;310918.06115475
13;235127.80199493;278056.15017974
14;211568.85353365;250784.56663560
15;190157.25174069;225850.03257445
16;169719.26906791;201868.87782364
17;149596.01722091;178281.19256202
18;129659.61185621;155094.32743088
19;110366.64670553;132807.09217592
20;92339.24490194;112079.39715085
21;76305.73399713;93796.21639373
22;63013.98975958;78776.35681001
23;52570.65655617;67172.60267164
24;44860.96231596;58772.68859007
25;39499.80263274;53109.38871877
26;35968.66445795;49520.54320330
27;33760.78861861;47351.77455288
28;32401.77028152;46101.71677096
29;31582.21469447;45410.55199041
30;31094.01045302;45040.22509209
31;30820.05194621;44865.21279901
32;30660.70676612;44786.88359295
33;30586.93832716;44777.24936759
34;30546.19775703;44786.21612746
35;30513.01794731;44793.43895620
36;30500.60188154;44812.16207340
37;30491.39244902;44830.29725292
38;30488.69606506;44851.01140549
39;30487.74586751;44870.39346736
40;30491.71674078;44892.08751609
41;30499.55643747;44916.25260729
42;30508.97904080;44941.20161541
43;30530.61814574;44976.21373097
44;30567.27898942;45024.39621888
45;30592.41046720;45060.08432077
