Epoch;TrainMSE;TestMSE
119;110769.43068228;169061.25025518
120;107063.63304573;164117.09759020
121;103497.35797176;159340.88492433
122;100075.33150258;154736.74770337
123;96802.71509310;150305.37895531
124;93684.96954450;146052.51604314
125;90725.94100243;141978.65885590
126;87928.94041777;138085.84103315
127;85293.26024485;134374.48293614
128;82816.12472760;130842.28961967
129;80492.82596602;127488.70438912
130;78316.98697801;124309.90990991
131;76281.58673352;121302.46376426
132;74377.40899669;118460.73083921
133;72595.73644207;115777.57635468
134;70927.28933614;113246.76305863
135;69362.06225750;110858.49767008
136;67893.60111971;108608.47432654
137;66513.29745053;106485.67274664
138;65212.94644154;104483.61709493
139;63986.96483178;102592.77539609
140;62828.54929752;100805.59250876
141;61732.33428415;99113.64984689
142;60694.33304396;97510.14210269
143;59709.86035469;95988.50255181
144;58774.14028312;94540.51710824
145;57884.73723934;93161.88559002
146;57037.82321989;91845.26871699
147;56231.03973921;90587.48537700
148;55461.60197013;89383.40034616
149;54726.95639849;88228.69640083
150;54024.74907429;87119.26649803
151;53352.56254983;86052.36692850
152;52709.40807540;85025.43576088
153;52092.83645448;84035.41117472
154;51501.05160959;83080.72533617
155;50932.62030721;82158.20849421
156;50386.35876902;81267.08809302
157;49860.05818259;80404.59770115
158;49353.03368000;79570.29423512
159;48863.97448754;78762.79163893
160;48391.41562284;77980.21532863
161;47934.76746452;77222.32104025
162;47491.90737558;76487.44437048
163;47063.61547047;75775.55691652
164;46648.28616480;75085.78387254
165;46244.98513545;74416.55740470
166;45853.20440090;73767.51395731
167;45472.44505076;73138.10251631
168;45102.16735468;72528.24355390
169;44741.62748259;71936.74983358
170;44390.78915012;71362.56477167
171;44048.88131389;70805.97807660
172;43716.06271814;70266.42169263
173;43391.80723916;69742.89584165
174;43075.61143100;69235.61638486
175;42767.21676736;68743.06661341
176;42466.65953263;68265.78049971
177;42173.54966958;67801.86073758
178;41887.70122070;67351.60839657
179;41608.19346952;66914.54630986
180;41336.06959233;66490.32228287
181;41069.73761140;66077.66955132
182;40810.39944723;65676.93462921
183;40556.82596602;65286.72577997
184;40309.55236256;64908.08822616
185;40067.73048917;64539.27803666
186;39831.77761636;64180.21000311
187;39601.06783835;63830.40127813
188;39375.83700370;63489.79505614
189;39155.09636270;63156.89167000
190;38939.63056535;62832.45231438
191;38728.49168187;62515.48857232
192;38522.33283135;62206.02316602
193;38320.05641089;61903.24377580
194;38122.92330316;61607.45147118
195;37929.42770583;61317.62943239
196;37740.10481371;61034.01624284
197;37554.64394168;60755.75981893
198;37373.00426979;60482.68974393
199;37194.74584980;60214.78329561
200;37020.47644526;59952.10864066
201;36849.27307195;59693.52398704
202;36681.78884893;59439.56898771
203;36517.19603848;59189.61310079
204;36356.01396099;58943.94035415
205;36197.95234130;58702.16446989
206;36043.38989777;58463.99573958
207;35891.27211523;58228.77521857
208;35742.58320784;57997.55949053
209;35596.57480999;57769.26924955
210;35453.91137962;57544.73953757
211;35313.73116241;57322.74335419
212;35176.69634853;57103.95100519
213;35042.83868682;56888.32840722
214;34911.87697323;56675.65401855
215;34783.77945892;56465.93351973
216;34658.80240242;56259.34868859
217;34536.52853321;56055.45644166
218;34417.62457701;55854.77370967
219;34301.54173237;55656.99942307
220;34188.49770565;55462.09381796
221;34079.05490495;55270.50565837
222;33972.00687419;55081.82026361
223;33868.41719965;54895.61159189
224;33767.95478624;54712.60675454
225;33670.60829509;54532.92504327
226;33576.36185178;54356.19154129
227;33485.65540457;54182.80956819
228;33397.98777528;54012.08041539
229;33313.63790018;53844.91297209
230;33232.49012278;53680.95504371
231;33154.73493613;53520.09301913
232;33080.59458214;53362.97448187
233;33009.58148929;53208.75302889
234;32942.20817462;53058.26938268
235;32877.90542671;52910.74530688
236;32817.26059919;52766.99880176
237;32759.54120086;52626.26299206
238;32705.55909502;52489.22522523
239;32655.36870825;52355.81165402
240;32608.34640257;52225.99955621
241;32565.06592492;52099.68668176
242;32524.57480999;51976.22544712
243;32488.23825807;51857.17232503
244;32454.71147884;51741.33439844
245;32424.98775756;51629.00705632
246;32398.69064366;51520.29822926
247;32376.29636979;51415.54875072
248;32356.23110040;51313.75884259
249;32340.23195082;51215.68401899
250;32327.78413621;51121.64239116
