Epoch;TrainMSE;TestMSE
228;41381.36158602;60332.63213953
229;41086.46471662;59826.42062752
230;40798.94718566;59335.25691208
231;40518.55953794;58859.00465983
232;40244.91625179;58396.74930103
233;39978.11710930;57948.77486353
234;39717.82647981;57514.07588870
235;39463.55905958;57092.06727910
236;39215.60512375;56682.68086806
237;38973.81499920;56285.11569698
238;38737.24529171;55899.22975192
239;38506.21348972;55524.33568544
240;38280.61527559;55160.21763636
241;38059.69321262;54806.06896552
242;37844.05959995;54462.21346470
243;37633.07946069;54127.94674477
244;37426.53962405;53802.82004172
245;37224.49905214;53486.79927218
246;37026.27514484;53179.30501931
247;36832.55503783;52880.04189411
248;36642.60623992;52588.91332712
249;36456.38566341;52305.24901256
250;36273.54180324;52028.76492256
251;36094.09506936;51759.60307105
252;35918.18152827;51497.26356899
253;35745.89189093;51241.63848578
254;35576.03784349;50992.42107132
255;35409.11829633;50749.27617272
256;35245.46661233;50512.19810944
257;35084.15073614;50280.91989526
258;34925.55392166;50055.03253007
259;34769.38135818;49834.54737496
260;34615.91424977;49619.28265211
261;34464.54483284;49408.92025030
262;34315.72439452;49203.28407225
263;34168.88145563;49002.35707629
264;34024.41060893;48806.00292904
265;33881.79933738;48613.78990813
266;33741.21092075;48425.83162473
267;33602.62721684;48242.04287046
268;33466.01194125;48062.04872853
269;33331.14511986;47886.12186571
270;33197.86120511;47713.73399015
271;33066.36202895;47544.75444903
272;32937.05352302;47379.40478409
273;32808.94920539;47217.55150224
274;32682.68405294;47058.83672835
275;32557.93604167;46903.40247637
276;32434.60085396;46751.07264900
277;32313.13204472;46601.83872542
278;32192.79485499;46455.35419163
279;32074.00428751;46311.92011716
280;31956.83517885;46171.22691164
281;31841.10610705;46033.35694315
282;31726.50411920;45897.97221852
283;31613.46689581;45765.28007811
284;31501.80847935;45635.09874406
285;31391.92573038;45507.39697333
286;31283.04533777;45382.14920339
287;31175.62765976;45259.22478143
288;31069.46406109;45138.54133937
289;30964.66566270;45020.32893978
290;30861.28689120;44904.31775618
291;30759.13952129;44790.39417743
292;30658.08975427;44678.36222429
293;30558.44827525;44568.81835530
294;30460.07221445;44461.02693827
295;30362.78922098;44355.26348023
296;30266.76257463;44251.53082146
297;30172.24626614;44149.74375361
298;30078.57130202;44049.89943638
299;29986.16175611;43951.92402254
300;29895.03577060;43855.55336617
301;29805.39744521;43761.08569653
302;29716.43264887;43668.54373585
303;29628.92149602;43577.66901877
304;29542.65308364;43488.38769804
305;29457.59112733;43401.00936404
306;29373.50204631;43315.01140549
307;29290.58994029;43230.53583633
308;29208.89109367;43147.84680247
309;29128.03812696;43066.62903297
310;29048.38481300;42986.97057649
311;28969.97197172;42908.61580793
312;28892.57282568;42832.28331780
313;28816.12160941;42756.70634181
314;28740.90633028;42682.81081081
315;28666.67299754;42610.40642613
316;28593.70508300;42539.26312519
317;28521.53996067;42469.42351218
318;28450.30009036;42400.83930236
319;28380.30976383;42333.71499578
320;28311.17665610;42267.71543958
321;28242.90757047;42202.95992544
322;28175.76556880;42139.55922425
323;28109.66901121;42077.15546088
324;28044.36163918;42016.07526739
325;27979.98178694;41956.23059513
326;27916.40472689;41897.38570097
327;27854.05453289;41839.82177251
328;27792.41868788;41783.25194160
329;27731.72170154;41727.74153464
330;27671.94996722;41673.21954467
331;27613.04225502;41619.88763147
332;27554.90558617;41567.50721165
333;27497.62386833;41516.12656992
334;27441.06103503;41465.67753961
335;27385.55498467;41416.29361381
336;27330.86079762;41367.85266054
337;27276.76983860;41320.10757556
338;27223.75380472;41273.36794923
339;27171.27750120;41227.58833711
340;27119.42710345;41182.70341277
341;27068.59266871;41138.61944703
342;27018.51793845;41095.33928017
343;26969.18250270;41052.97084276
344;26920.40720727;41011.30111392
345;26872.40522297;40970.48062841
346;26825.03594777;40930.38157369
347;26778.60326347;40891.16300537
348;26732.80555605;40852.62042338
349;26687.49768793;40814.83619580
350;26642.82026115;40777.70239205
351;26598.83677338;40741.16220654
352;26555.30457275;40705.36333378
353;26512.73164077;40670.17228066
354;26470.58278263;40635.84183198
355;26429.09157912;40602.02831403
356;26388.00857502;40568.79421293
357;26347.58549333;40536.24745928
358;26307.69760643;40504.08130298
359;26268.62838616;40472.84107753
360;26229.83129883;40442.10358141
361;26191.65784951;40411.74668264
362;26154.05814716;40382.08281188
363;26116.68068671;40352.76261483
364;26080.11962511;40324.22065415
365;26043.89419414;40295.93715883
366;26008.44434208;40268.31260817
367;25973.09880765;40241.11409932
368;25938.38371454;40214.48648649
369;25904.16072852;40188.30479741
370;25870.24842762;40162.49518484
371;25837.03460128;40137.30191275
372;25804.00673246;40112.31598101
373;25771.54353950;40087.92082723
374;25739.48174264;40063.94035415
375;25707.82814521;40040.35183952
376;25676.59635384;40017.23197089
377;25645.82038517;39994.41601207
378;25615.27119395;39972.03745618
379;25585.34337296;39949.99689345
380;25555.67861382;39928.39657391
381;25526.44473185;39907.05756002
382;25497.47617951;39886.06221986
383;25468.93623656;39865.41907425
384;25440.66842655;39845.23605379
385;25412.77026381;39825.36546399
386;25385.34833372;39805.87263125
387;25358.37542299;39786.56725691
388;25331.44106444;39767.56579239
389;25304.91944085;39749.03013358
390;25278.73118013;39730.75578041
391;25252.72434137;39712.52687170
392;25227.22094857;39694.80069232
393;25201.90124550;39677.35286025
394;25176.91263753;39660.11804908
395;25152.22337580;39643.14738384
396;25127.93097461;39626.61412151
397;25103.68619669;39610.12630364
398;25079.91991921;39593.93387476
399;25056.18765835;39577.95730706
400;25032.79329589;39562.34997559
401;25009.87743387;39547.00963032
402;24987.11351275;39531.82834066
403;24964.64213454;39517.06173168
404;24942.39753380;39502.37181023
405;24920.43413709;39487.95171526
406;24898.54104140;39473.76736342
407;24876.95863083;39459.72218524
408;24855.75720639;39445.84458350
409;24834.77575607;39432.23396796
410;24813.83966125;39418.80228997
411;24793.30269475;39405.61487596
412;24772.82469040;39392.57231616
413;24752.64376451;39379.83082590
414;24732.68281275;39367.35632184
415;24713.06429495;39354.99826921
416;24693.56596921;39342.77086939
417;24674.37152526;39330.71956686
418;24655.28366671;39318.97501442
419;24636.32960686;39307.44064261
420;24617.68623213;39296.05964585
421;24599.16985277;39284.75817690
422;24580.80087876;39273.69813163
423;24562.71084103;39262.85110726
424;24544.91107843;39252.08077043
425;24527.19749127;39241.55753783
426;24509.65625498;39231.13939555
427;24492.30777953;39220.85190609
428;24475.11804830;39210.85980562
429;24458.18684336;39201.00687880
430;24441.34408164;39191.28176452
431;24424.69634853;39181.72422669
432;24408.29126730;39172.30302223
433;24391.85443722;39163.08631784
434;24375.98455079;39154.00310655
435;24360.07837996;39145.07043004
436;24344.26518789;39136.28828829
437;24328.55631345;39127.59135490
438;24313.20347962;39119.07335907
439;24297.95496341;39110.72293969
440;24282.78808710;39102.58838148
441;24267.84798824;39094.70660809
442;24253.15054125;39086.74814716
443;24238.57782187;39079.03679049
444;24224.07086796;39071.36803799
445;24209.64555392;39064.03443838
446;24195.34496749;39056.54462344
447;24181.32785288;39049.44392669
448;24167.48082136;39042.36595216
449;24153.51813334;39035.30785958
450;24139.93643144;39028.59912129
451;24126.42729834;39021.88470244
452;24113.13587159;39015.39750588
453;24099.80589267;39008.87622598
454;24086.53487589;39002.60489060
455;24073.50877877;38996.48693028
456;24060.76388569;38990.59051169
457;24048.08929362;38984.70545422
458;24035.54169693;38979.14702880
459;24023.00317134;38973.50339502
460;24010.72770760;38967.99893490
461;23998.60418475;38962.74725957
462;23986.42850309;38957.56659122
463;23974.55897100;38952.51089513
464;23962.68036780;38947.37567124
465;23950.95597328;38942.53867661
466;23939.41300073;38937.77268895
467;23927.94940028;38933.08054853
468;23916.72164839;38928.62983180
469;23905.39411442;38924.16775396
470;23894.36365891;38919.88745396
471;23883.30372234;38915.76336928
472;23872.32315788;38911.75005547
473;23861.60111971;38907.77082501
474;23850.95618589;38904.01313629
475;23840.43371189;38900.21852394
476;23829.82959800;38896.57728665
477;23819.54070478;38893.02125771
478;23809.09533512;38889.63564550
479;23798.98106054;38886.30683886
480;23788.95749694;38883.09732392
481;23778.90898783;38880.04686460
482;23769.01241961;38876.99640527
483;23759.30180890;38874.21861270
484;23749.57985933;38871.63963964
485;23739.96903070;38868.99818045
486;23730.57364066;38866.43056850
487;23721.17371508;38863.89703990
488;23711.90305264;38861.56801136
489;23702.66187127;38859.34407314
490;23693.59077299;38857.16841965
491;23684.60131460;38855.12057871
492;23675.80461705;38853.19202947
493;23666.93535071;38851.46798030
494;23658.30193292;38849.66156304
495;23649.77963609;38848.07668752
496;23641.15302163;38846.47477034
497;23632.76225573;38845.11711712
498;23624.38056092;38843.69129721
499;23616.14400369;38842.37056761
500;23607.95506972;38841.32250477
