Epoch;TrainMSE;TestMSE
1;3494660.78500434;3918587.73958195
2;1621211.64757366;1881281.00261838
3;1430466.04439877;1644566.26778503
4;1259932.29955885;1452867.45093862
5;1097489.82924366;1271722.01908312
6;945901.54485056;1102229.27368748
7;809251.83537374;948362.06026716
8;694601.93398650;817373.04184973
9;611040.79088638;719024.14272400
10;564055.18686108;660153.98144943
11;545435.99567705;634477.81653575
12;536734.23623833;623631.40567168
13;526696.99342700;613702.70021746
14;511571.26361108;598966.92530955
15;490499.61029711;577713.50605778
16;462921.94759315;549713.35694315
17;429227.93359673;515112.35467980
18;391602.39675425;476036.66373763
19;353361.65802668;435525.47321706
20;317391.48776642;396408.92770603
21;285698.15892139;361048.38947322
22;259435.78732527;330436.81995296
23;238244.17780770;304582.01287001
24;221343.79646723;283093.05498602
25;207752.38849813;264989.27759286
26;196388.13471998;249258.72347224
27;186303.10536293;235055.14862646
28;176861.47086441;221656.62237607
29;167478.34494977;208606.92779479
30;158021.36215297;195686.49997781
31;148467.69051964;182805.65428483
32;138657.26144960;169871.07051879
33;128542.86894743;156835.75910886
34;118128.62222065;143715.34158789
35;107488.67749765;130586.10784183
36;96763.33745549;117619.50845427
37;86153.95326258;105058.89850442
38;75908.84169870;93229.68872321
39;66469.91492302;82520.53716771
40;57993.64484524;73140.18728088
41;50710.94987864;65204.00550304
42;44728.40182131;58772.04668708
43;39960.37404107;53732.02893534
44;36243.17856953;49881.55398749
45;33400.47325621;47013.51156082
46;31267.69930727;44921.87351884
47;29680.09382917;43412.94989571
48;28497.37682264;42328.91492478
49;27613.77474620;41545.25930857
50;26945.26655210;40975.67265788
51;26430.83549776;40565.48528824
52;26028.88152650;40277.32765278
53;25718.45266906;40074.52607287
54;25481.64257747;39927.27182355
55;25296.74864908;39821.34362934
56;25151.17566394;39744.53965295
57;25036.24258101;39692.34669152
58;24944.81044594;39656.28367284
59;24873.05125525;39633.91363778
60;24815.44524565;39620.16952914
61;24768.60662970;39612.79900590
62;24729.76872243;39610.32228287
63;24697.55044913;39611.06359562
64;24670.81338696;39614.50885368
65;24648.80236699;39620.30870279
66;24630.38576971;39627.63662184
67;24613.87183530;39635.92455510
68;24599.93409280;39645.10433586
69;24587.71078787;39653.93476235
70;24576.98194639;39663.03217503
71;24567.51852311;39671.84555985
72;24558.78532325;39680.01420139
