Epoch;TrainMSE;TestMSE
1;0.034642446510611366;0.04920023548795101
2;0.029782368506031526;0.04297716864224138
3;0.02826496204896422;0.041461785951784604
4;0.027339649485985863;0.040741423212968204
5;0.026702300710174424;0.04013133168574979
6;0.026202505147615737;0.039699916901391845
7;0.02575605735888972;0.03932341019196151
8;0.025410204089330164;0.03906213703408612
9;0.025176388281789815;0.039041147311200515
10;0.02497102303430009;0.039218859756558436
11;0.02482307795931847;0.03928178287730079
12;0.024720993327200673;0.039236918665124486
13;0.024594433211381394;0.03914393979975203
14;0.024465879069232456;0.03907333480339946
15;0.02439877640661818;0.03903705717291722
16;0.024360939648876964;0.039020022153272424
17;0.02434609475004097;0.03897968418021624
18;0.024277264075455548;0.03888400474009647
19;0.024168779959704925;0.03877919968681351
20;0.024059078233516558;0.03869488324675892
21;0.02393070792242838;0.038614719245107176
22;0.023752493441253787;0.038491443560728984
23;0.02354055785538065;0.03834727837539664
24;0.0233370893118943;0.03825518525520209
25;0.023186027759753203;0.038244480469443426
26;0.023077256002460446;0.03830542623856538
27;0.022985370750137308;0.03835686988510601
28;0.022921817108354888;0.038372355527864686
29;0.022839424026922073;0.03825610079608935
30;0.022778381301157804;0.038194916661292606
31;0.022738446706605558;0.03819578886296626
32;0.022696293163014015;0.03818885458879061
33;0.022685462269457682;0.038203118607465995
34;0.02267305907965226;0.038217927075012204
35;0.02266480830910166;0.03824020072210064
36;0.022628109141218797;0.038253148312163
37;0.022580204929502995;0.03826208160756585
38;0.022538981354807062;0.038272924537067855
39;0.022506759013933304;0.03829502753600275
40;0.02247972287169135;0.038311602076503075
41;0.02244896252843023;0.03832098772494785
42;0.022411815677846454;0.038322423336398286
43;0.02238407881485525;0.038328404147874785
44;0.02233851250168865;0.03831824651968779
45;0.022296804478079656;0.038317777914440763
46;0.022261640840233732;0.038319741722556915
47;0.02223142117656308;0.03832248563651783
