Epoch;TrainMSE;TestMSE
1;0.2421966180206137;0.2843432930313318
2;0.03452221018328225;0.04618215766181822
3;0.030318893514530144;0.04032392031617517
4;0.02934593410332105;0.039451203989357274
5;0.028487903708581;0.03869937156406714
6;0.02781225102786218;0.03810518552823914
7;0.027286649909809453;0.03764036433629982
8;0.026883460813757906;0.037280009610037225
9;0.02657947993440285;0.03700351084468474
10;0.026355848367628627;0.036794212238716546
11;0.026197405457718405;0.03663833192220854
12;0.026092479013673085;0.0365251353136927
13;0.026031068625787298;0.0364459518617486
14;0.02600534309087265;0.03639402335775585
15;0.026008959155973725;0.03636424931801414
16;0.02603687985002569;0.03635236082998408
17;0.02608436665709765;0.0363548447086634
18;0.026147965715965664;0.036369244162381284
19;0.02622445673898889;0.036393327221637434
20;0.026310922219097144;0.03642479419941031
21;0.026404727965325638;0.036462149892830795
22;0.026503523102815008;0.03650380158579916
23;0.026605294140770334;0.03654805634028425
24;0.026708031913833426;0.03659389568476651
25;0.02680972293120936;0.03663993005570996
26;0.026909076050036097;0.03668493241162961
27;0.027004787151141418;0.036728171403296
28;0.02709532286720674;0.03676869898541167
29;0.02718037825494304;0.03680603842662706
30;0.027258714076728956;0.03683963173456708
31;0.02732969881880282;0.036869091565010205
