Epoch;TrainMSE;TestMSE
1;8290511.25645341;8721122.56335153
2;6309825.19171554;6767418.72560245
3;4964142.13107028;5427938.92690720
4;3870343.00515564;4298850.97803222
5;3038901.81202275;3435486.23476679
6;2392244.55114009;2754742.59583722
7;1896715.85138990;2221732.53166467
8;1505878.36592669;1796507.45413394
9;1212231.38500788;1469005.95996982
10;993379.89093422;1220900.29876182
11;834593.58120582;1036445.23782896
12;733645.10206757;913746.28855456
13;633584.42945981;799176.98948209
14;558057.84837801;713829.88647761
15;503160.28729869;651868.77486353
16;463351.88136704;601491.04690898
17;441526.34721755;565689.94736609
18;425891.98277909;544996.40385213
19;409495.60980104;532349.11995740
20;392507.18438070;506571.97745529
21;371101.60579700;482338.44690010
22;343884.02941020;453884.71663782
23;317450.26848325;425570.36453202
24;311376.44249951;410436.49616119
25;297500.32903992;337453.62623707
26;229073.31559272;275681.49540674
27;192133.08208281;245008.75764434
28;162033.98061761;218104.77433098
29;134708.70308098;194075.24395331
30;114570.85583686;171362.01233746
31;100995.05922789;154835.88479120
32;91353.21651932;141598.50459326
33;82427.91800578;128059.96396396
34;74010.75066882;115099.21555053
35;67462.46996085;104082.39932543
36;62321.50211718;94411.27306617
37;58513.21467675;86178.81045578
38;56131.77017522;79651.46940043
39;54895.36133799;74666.70643057
40;54415.81319207;70917.47605734
41;54282.34558758;68016.94368260
42;54202.28407420;65693.20942617
43;54211.45949011;63878.91323836
44;54369.23763797;62447.45821684
45;54725.25556756;61366.35725381
46;55325.63527807;60698.51116141
47;56272.10460110;60452.03177562
48;56979.24206722;60290.59601473
49;56724.70704959;59823.91550171
50;56341.26265436;59515.02383171
51;55511.88306787;59384.56983091
52;53179.76719877;59352.42355656
53;52062.98800560;58892.80397639
54;51731.13094626;58333.65534993
55;51131.34992825;57721.83659522
56;50232.25441596;59805.07877335
57;32885.76099782;52049.78866551
58;30382.11292809;47878.29405760
59;31019.33036869;47471.86721697
60;31100.06994667;47103.64780544
61;30613.45768297;46518.01073980
62;29871.71624471;45828.12124440
63;29156.90009390;45174.95939289
64;28631.62907712;44634.38618914
65;28287.23575997;44178.28571429
66;28052.47346881;43754.30879155
67;27855.14079691;43328.54249323
68;27631.74685966;42900.30515244
69;27352.62916571;42502.71725913
70;27058.30377549;42185.89553100
71;26793.05125525;41964.03284072
72;26569.48496713;41816.51444548
73;26391.65515653;41727.48306928
74;26264.80945379;41690.77814761
75;26191.28593448;41704.26379088
76;26172.67204082;41766.94022101
77;26209.35329447;41874.99010340
78;26301.14600570;42022.34660276
79;26448.87337668;42208.81942041
80;26651.08629945;42434.64998003
81;26903.12903283;42695.40176630
82;27195.96903070;42980.10846314
83;27517.31949046;43274.75897572
84;27852.43534185;43562.80868060
