Epoch;TrainMSE;TestMSE
1;0.25321637744605174;0.3158401098527715
2;0.05822404627234555;0.08279805612358818
3;0.04523168007990362;0.06105965374048618
4;0.039765547834208846;0.05372751474920117
5;0.035150453914790145;0.04886387985121821
6;0.03261186591519874;0.045707246559213155
7;0.031479051338989116;0.04482454596106266
8;0.030856402559883422;0.04469529759131052
9;0.031061914872221756;0.046013405598871654
10;0.030903484938621707;0.04599208812318322
11;0.03023637283271398;0.04510553846112507
12;0.0295743193250547;0.044284458098608155
13;0.02908839760078752;0.04362453189315393
14;0.02870370407216683;0.043138978304909745
15;0.02833745420573632;0.042692308117365366
16;0.028053623373358965;0.04236157845229774
17;0.027866301685162465;0.042147715685397526
18;0.027727005320910034;0.04199267506615298
19;0.027610452102951207;0.041866585041591776
20;0.02750387766751413;0.04175888167839946
21;0.027441539473451092;0.041698393679721134
22;0.027382451845085972;0.04163725559283884
23;0.027320329922859123;0.041581859951758254
24;0.02725543972112906;0.04153673028689866
25;0.027202455283981186;0.04149282766352405
26;0.02715240781836875;0.04144536038983102
27;0.027096058191449782;0.041398491739025815
28;0.02703661803999167;0.04133934725596902
29;0.026969982524543565;0.04127235024914847
30;0.026901610346250864;0.04120452437986786
31;0.02682322910737935;0.041123547767961156
32;0.02674103283331746;0.04103817493457512
33;0.026656989597774523;0.040948844689247435
34;0.02657287066708892;0.040859584870141845
35;0.02651470868218269;0.040797842742970034
36;0.02643433125426315;0.04071363465094944
37;0.026363610363829438;0.040638137740862015
38;0.026285034480305353;0.04055297889484312
39;0.026213106793025708;0.04047532856758005
40;0.026141010413713837;0.04040070656786713
41;0.026072947504146883;0.04032851969021824
42;0.026001718374898126;0.04025190137797897
43;0.02592862930785815;0.04017951134776633
44;0.025870227261213748;0.04012171579773277
45;0.025798580727321146;0.040048767775145065
46;0.025733221215706554;0.03998660850804237
47;0.025671291775413912;0.039927680721053564
48;0.025615629892934023;0.03988007259491635
49;0.025566776247857352;0.039841072720079994
50;0.025523082848792143;0.03981251488701987
51;0.02548329964452523;0.03979012476579489
52;0.025444083072469127;0.0397688966772345
53;0.025414488434405063;0.03975849526597102
54;0.02538425363170588;0.03974934256579933
55;0.025355115327216175;0.03973743782556417
56;0.025323133048080586;0.03972196843501059
57;0.025300623475370064;0.039714722660237206
58;0.02527743697181227;0.03970749584636977
59;0.025253024206943288;0.03969558298003206
60;0.025227558198232067;0.03968208281499634
61;0.025204293836813246;0.03967118842017818
62;0.02517238076466524;0.03965000096213054
63;0.02514322948386536;0.03963174160970161
64;0.025111593239667673;0.03960941920599787
65;0.02508214999188894;0.039586059369868636
66;0.02504959242966909;0.0395606896777088
67;0.02501224444627766;0.03953044974142091
68;0.02497504785317156;0.039502040886907536
69;0.024939544668542823;0.039474691134426455
70;0.02489142418499083;0.039430371371120966
71;0.024831605557819394;0.03937428772002452
72;0.02476205037258274;0.03930785141427989
73;0.02470602731613641;0.039257087651652575
74;0.02467319076324788;0.03923004939976923
75;0.024662576141527736;0.03923898269517208
76;0.02466663988932972;0.03929941651983341
77;0.024549318906352428;0.039250288812519414
78;0.02446798123148021;0.03923829197645536
79;0.02437788454724235;0.03919806235143317
80;0.02429346716142281;0.0391875417573323
81;0.024230346063312768;0.039171238086916964
82;0.024141949275707352;0.039112678683243744
83;0.024058993887500442;0.0390354969612277
84;0.023952596794969038;0.0389165226937991
85;0.023826514639907738;0.038745660552890485
86;0.02369013145728877;0.038538921669225415
87;0.023530548794801834;0.03826857436350297
88;0.02341902605975276;0.038042476394863925
89;0.023345463357391526;0.03785738544839097
90;0.02343123027946889;0.0379119088877979
91;0.02361965495402995;0.037939773293440456
92;0.02366927420140673;0.03790337106271912
93;0.023715902409289016;0.037917190854455135
94;0.02377358210800055;0.037964988589651846
