Epoch;TrainMSE;TestMSE
1;0.19807340895903833;0.23265326306139883
2;0.03125900123382217;0.0431268731208117
3;0.0280204991789283;0.03846208666091815
4;0.029319914438709186;0.039714736203741455
5;0.029215409724744432;0.03968547139975952
6;0.028671092441987935;0.03928566444561865
7;0.028207699754896533;0.038947488561914746
8;0.02789343298701234;0.038726011636925566
9;0.027715307177290587;0.03861215952280406
10;0.02765139019882337;0.038589918380125814
11;0.027680883189124428;0.03864291140355257
12;0.027785013752812573;0.03875575046355623
13;0.027946845642395867;0.03891380857554753
