Epoch;TrainMSE;TestMSE
1;0.325483611508513;0.3712062152592864
2;0.29504111863960103;0.35691864172130877
3;0.16410819391354994;0.19027650504953844
4;0.2986789147347767;0.3809410694176319
5;0.18246233686528887;0.21116000352261127
6;0.18710289030526372;0.21590904953984155
7;0.18877209363871517;0.21823838058347755
8;0.18865759067776341;0.21813805030399858
9;0.18888190782625836;0.21860097811404386
10;0.18843624942973441;0.21819712165213243
11;0.18869882074061442;0.21838400034116628
12;0.18841313429588258;0.21813287126797365
13;0.18851066424313023;0.21822637562131098
14;0.18848651100446467;0.21820685130558515
15;0.1884934663067165;0.21820919162311941
16;0.18849405456611093;0.21821055680834775
17;0.1884962864914604;0.21821242039453245
18;0.18849692665609552;0.2182137422405472
19;0.18849685744910796;0.21821417563268317
20;0.18849777444169338;0.21821519410420273
21;0.1884977052347058;0.21821510742577552
22;0.18849751491548997;0.21821484739049393
23;0.18849758412247755;0.21821506408656194
24;0.18849812047663128;0.21821532412184352
25;0.188497341898021;0.21821473904245994
26;0.18849794745916235;0.21821532412184352
27;0.18849754951898376;0.21821484739049393
28;0.18849765332946514;0.21821510742577552
29;0.1884977398381996;0.21821502074734833
30;0.18849760142422445;0.21821504241695514
31;0.18849784364868097;0.21821506408656194
32;0.18849713427705828;0.21821454401599877
33;0.18849782634693407;0.21821497740813472
